,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Doors,Mileage_km
15048,100355,915,BMW,X5,2014,Jeep,Yes,Diesel,3.0 Turbo,103000 km,6.0,Tiptronic,4x4,Left wheel,White,12,4,103000.0
15049,15994,1104,BMW,X5,2015,Jeep,Yes,Petrol,3,204461 km,6.0,Automatic,4x4,Left wheel,White,0,4,204461.0
15050,110,-,BMW,X5,2008,Jeep,Yes,Petrol,3,121121 km,6.0,Automatic,4x4,Left wheel,Black,10,4,121121.0
15051,6899,-,BMW,X5,2000,Jeep,Yes,CNG,4.4,200000 km,8.0,Automatic,4x4,Left wheel,Silver,6,4,200000.0
15052,7213,-,MAZDA,Demio evropuli,2003,Hatchback,No,CNG,1.4,185000 km,4.0,Manual,Front,Left wheel,Blue,4,4,185000.0
15053,10349,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,125126 km,4.0,Automatic,Front,Left wheel,Black,4,4,125126.0
15054,19598,663,HYUNDAI,Sonata,2015,Sedan,Yes,Diesel,1.7,20796 km,4.0,Automatic,Front,Left wheel,White,4,4,20796.0
15055,706,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,189571 km,4.0,Automatic,Front,Left wheel,Silver,0,4,189571.0
15056,46728,934,TOYOTA,RAV 4,2015,Jeep,No,Petrol,2.5,71104 km,4.0,Automatic,4x4,Left wheel,White,6,4,71104.0
15057,392,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,0 km,4.0,Automatic,Front,Left wheel,Silver,0,4,
15058,26613,833,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,69010 km,4.0,Automatic,Front,Left wheel,Silver,4,4,69010.0
15059,38574,-,MERCEDES-BENZ,Vito 115,2009,Minivan,Yes,Diesel,2.2 Turbo,151245 km,4.0,Tiptronic,Rear,Left wheel,Silver,6,4,151245.0
15060,12849,893,HYUNDAI,Elantra,2008,Sedan,Yes,Petrol,1.6,134592 km,4.0,Automatic,Front,Left wheel,Silver,4,4,134592.0
15061,314,738,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,35314 km,4.0,Automatic,Front,Left wheel,Black,12,4,35314.0
15062,21953,562,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4 Turbo,60800 km,4.0,Tiptronic,Rear,Left wheel,Silver,12,4,60800.0
15063,19757,-,MERCEDES-BENZ,E 320,2003,Sedan,Yes,Diesel,3.2 Turbo,261086 km,6.0,Tiptronic,Rear,Left wheel,Black,12,4,261086.0
15064,15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,284490 km,4.0,Automatic,Front,Left wheel,Silver,4,4,284490.0
15065,8154,-,MERCEDES-BENZ,E 320,1998,Sedan,Yes,CNG,3.2 Turbo,290000 km,6.0,Tiptronic,Rear,Left wheel,Black,10,4,290000.0
15066,10986,687,HYUNDAI,I30,2010,Hatchback,Yes,Petrol,1.6,157730 km,4.0,Automatic,Front,Left wheel,Grey,4,4,157730.0
15067,20385,-,FORD,Focus,2016,Sedan,Yes,Petrol,2,67680 km,4.0,Automatic,Front,Left wheel,Silver,12,4,67680.0
15068,13454,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,85226 km,4.0,Automatic,Front,Left wheel,Blue,4,4,85226.0
15069,23521,-,NISSAN,Serena,2014,Minivan,Yes,Hybrid,2.0 Turbo,70000 km,4.0,Automatic,4x4,Right-hand drive,Silver,12,4,70000.0
15070,7213,-,ISUZU,Wizard,2000,Jeep,Yes,CNG,3.2,200000 km,6.0,Automatic,4x4,Right-hand drive,Black,2,4,200000.0
15071,9722,-,FORD,Transit,2003,Microbus,No,Diesel,2.0 Turbo,0 km,4.0,Manual,Front,Left wheel,Red,2,4,
15072,4547,1850,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,494317 km,6.0,Automatic,4x4,Left wheel,Black,12,4,494317.0
15073,188,289,FORD,Escape,2008,Sedan,Yes,Hybrid,0.4,209843 km,4.0,Automatic,Front,Left wheel,Grey,0,4,209843.0
15074,18189,640,FORD,C-MAX SEL,2013,Sedan,Yes,Hybrid,2,174400 km,4.0,Variator,Front,Left wheel,Black,6,4,174400.0
15075,8624,707,CHEVROLET,Cruze,2011,Sedan,Yes,Diesel,2,57857 km,4.0,Automatic,Front,Left wheel,Red,4,4,57857.0
15076,8781,-,MERCEDES-BENZ,C 230,2000,Sedan,No,CNG,2.3,200000 km,4.0,Manual,Rear,Left wheel,Black,12,4,200000.0
15077,33243,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8.0,Automatic,4x4,Left wheel,Black,0,4,229334.0
15078,18189,586,TOYOTA,Corolla,2012,Sedan,No,Petrol,1.8,74000 km,4.0,Automatic,Front,Left wheel,Grey,8,4,74000.0
15079,13799,753,HYUNDAI,Sonata SE LIMITED,2012,Sedan,Yes,Hybrid,2.4,147000 km,4.0,Tiptronic,Front,Left wheel,Blue,12,4,147000.0
15080,29793,-,MERCEDES-BENZ,C 250,2011,Sedan,Yes,Petrol,1.8 Turbo,100000 km,4.0,Automatic,Rear,Left wheel,Black,12,4,100000.0
15081,3200,-,OPEL,Tigra,1997,Coupe,No,Petrol,1.4,247586 km,4.0,Manual,Front,Left wheel,Black,2,2,247586.0
15082,21181,639,CHEVROLET,Orlando,2014,Jeep,Yes,Diesel,2,180224 km,4.0,Automatic,Front,Left wheel,White,4,4,180224.0
15083,3607,1399,LEXUS,ES 350,2010,Sedan,Yes,Petrol,3.5,126110 km,6.0,Automatic,Front,Left wheel,Red,12,4,126110.0
15084,73313,1076,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,2,21844 km,4.0,Automatic,Front,Left wheel,Grey,4,4,21844.0
15085,7840,-,BMW,X5,2002,Jeep,Yes,LPG,3,244800 km,6.0,Automatic,4x4,Left wheel,Silver,6,4,244800.0
15086,8154,-,OPEL,Astra,1999,Universal,No,Petrol,1.6,220000 km,4.0,Manual,Front,Left wheel,Black,4,4,220000.0
15087,15681,-,MERCEDES-BENZ,ML 350,2004,Jeep,Yes,LPG,3.5,170000 km,6.0,Tiptronic,4x4,Left wheel,Silver,12,4,170000.0
15088,10202,502,TOYOTA,Aqua,2013,Universal,Yes,Hybrid,1.5,208533 km,4.0,Automatic,Front,Left wheel,Silver,4,4,208533.0
15089,17249,640,VOLKSWAGEN,Tiguan,2013,Jeep,No,Petrol,2.0 Turbo,95000 km,4.0,Tiptronic,Front,Left wheel,Silver,12,4,95000.0
15090,25716,-,MINI,Countryman,2014,Hatchback,Yes,Petrol,1.6,100800 km,4.0,Automatic,Front,Left wheel,White,6,4,100800.0
15091,51191,1017,HONDA,Civic,2017,Sedan,Yes,Petrol,2,5000 km,4.0,Automatic,Front,Left wheel,White,4,4,5000.0
15092,4077,640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,320554 km,4.0,Automatic,Front,Left wheel,White,0,4,320554.0
15093,73131,784,HONDA,Civic,2017,Coupe,Yes,Petrol,1.5,19217 km,4.0,Automatic,Front,Left wheel,Blue,4,4,19217.0
15094,16599,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,209254 km,4.0,Automatic,Front,Left wheel,Black,4,4,209254.0
15095,1725,1363,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,4.6,180659 km,8.0,Automatic,4x4,Left wheel,Black,12,4,180659.0
15096,62722,-,BMW,X6,2008,Jeep,Yes,Petrol,3.0 Turbo,19200 km,6.0,Tiptronic,4x4,Left wheel,White,0,4,19200.0
15097,70,-,BMW,530,2006,Sedan,Yes,Petrol,3,100000 km,6.0,Automatic,Rear,Left wheel,Black,5,4,100000.0
15098,18817,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,104686 km,4.0,Tiptronic,Front,Left wheel,Silver,10,4,104686.0
15099,43880,900,JEEP,Compass,2015,Jeep,Yes,Petrol,2.4,40715 km,4.0,Automatic,Front,Left wheel,White,4,4,40715.0
15100,7213,924,TOYOTA,Venza,2011,Jeep,Yes,Petrol,2.7,108398 km,4.0,Automatic,4x4,Left wheel,Silver,12,4,108398.0
15101,5018,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4.0,Automatic,Front,Left wheel,Black,12,4,190549.0
15102,16900,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,103017 km,4.0,Automatic,Front,Left wheel,Orange,4,4,103017.0
15103,21012,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,84000 km,4.0,Tiptronic,Front,Left wheel,White,12,4,84000.0
15104,25889,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,106724 km,4.0,Automatic,Front,Left wheel,White,4,4,106724.0
15105,21326,353,TOYOTA,Prius 1.8,2015,Hatchback,No,Hybrid,1.8,198400 km,4.0,Variator,Front,Left wheel,White,6,4,198400.0
15106,21326,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,90000 km,4.0,Tiptronic,Front,Left wheel,White,0,4,90000.0
15107,13799,915,BMW,X5,2014,Jeep,Yes,Diesel,3,230942 km,6.0,Automatic,4x4,Left wheel,White,12,4,230942.0
15108,18000,1552,TOYOTA,Sienta,2015,Minivan,No,Hybrid,1.5,0 km,4.0,Automatic,Front,Right-hand drive,White,2,4,
15109,27654,629,HYUNDAI,Elantra,2015,Sedan,Yes,Diesel,1.6,100247 km,4.0,Automatic,Front,Left wheel,White,4,4,100247.0
15110,13946,502,TOYOTA,Aqua,2013,Hatchback,Yes,Hybrid,1.5,113400 km,4.0,Automatic,Front,Left wheel,Blue,4,4,113400.0
15111,549,585,TOYOTA,Corolla,2013,Sedan,Yes,Petrol,1.8,170922 km,4.0,Automatic,Front,Left wheel,White,12,4,170922.0
15112,784,586,MERCEDES-BENZ,C 250,2012,Sedan,Yes,Petrol,1.8,259229 km,4.0,Automatic,Rear,Left wheel,White,12,4,259229.0
15113,43905,1249,TOYOTA,RAV 4,2017,Jeep,No,Petrol,2.5,28800 km,4.0,Tiptronic,4x4,Left wheel,White,16,4,28800.0
15114,6272,2297,MERCEDES-BENZ,GLE 63 AMG,2016,Jeep,Yes,Petrol,5.5,17584 km,8.0,Automatic,4x4,Left wheel,Black,0,4,17584.0
15115,314,1018,BMW,X5,2011,Jeep,Yes,Diesel,3,207544 km,6.0,Automatic,4x4,Left wheel,Grey,12,4,207544.0
15116,6000,-,MITSUBISHI,Lancer,2002,Sedan,No,Petrol,2,81000 km,4.0,Automatic,Front,Left wheel,Red,8,4,81000.0
15117,5802,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800 km,6.0,Automatic,Rear,Left wheel,Grey,12,4,107800.0
15118,15053,-,MERCEDES-BENZ,E 320,2003,Sedan,Yes,Petrol,3.2,153000 km,6.0,Automatic,Rear,Right-hand drive,Silver,10,4,153000.0
15119,7213,-,HONDA,FIT,2004,Hatchback,No,Petrol,1.3,198000 km,4.0,Variator,Front,Right-hand drive,Silver,2,4,198000.0
15120,784,915,BMW,X5,2014,Jeep,Yes,Petrol,3,145474 km,6.0,Automatic,Rear,Left wheel,Grey,12,4,145474.0
15121,29087,694,CHEVROLET,Captiva,2014,Jeep,Yes,Diesel,2.2,120309 km,4.0,Automatic,Front,Left wheel,White,4,4,120309.0
15122,19121,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,180000 km,4.0,Automatic,Front,Left wheel,Grey,4,4,180000.0
15123,9722,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,271695 km,4.0,Automatic,Front,Left wheel,Orange,4,4,271695.0
15124,8500,-,MERCEDES-BENZ,208,1995,Microbus,No,Diesel,2.9,2000 km,5.0,Manual,Rear,Left wheel,White,1,2,2000.0
15125,22266,-,MITSUBISHI,Delica,2004,Jeep,Yes,CNG,3,208000 km,6.0,Automatic,4x4,Right-hand drive,Silver,2,4,208000.0
15126,10036,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,354569 km,4.0,Automatic,Front,Left wheel,Orange,4,4,354569.0
15127,57902,1079,HYUNDAI,Santa FE,2018,Jeep,Yes,Diesel,2,66790 km,4.0,Automatic,Front,Left wheel,Black,4,4,66790.0
15128,1019,1307,CHRYSLER,Town and Country,2015,Sedan,Yes,Petrol,3.6,0 km,6.0,Automatic,Front,Left wheel,Grey,12,4,
15129,18503,-,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,100000 km,4.0,Variator,Front,Left wheel,White,8,4,100000.0
15130,14113,-,MERCEDES-BENZ,Vito,2005,Minivan,No,Diesel,2.2 Turbo,0 km,4.0,Manual,Rear,Left wheel,White,4,5,
15131,79971,798,MERCEDES-BENZ,ML 250,2015,Jeep,Yes,Diesel,2.1 Turbo,52000 km,4.0,Tiptronic,4x4,Left wheel,Black,12,4,52000.0
15132,3763,1850,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3.5,366869 km,6.0,Automatic,4x4,Left wheel,Black,12,4,366869.0
15133,14069,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,112417 km,4.0,Automatic,Front,Left wheel,Silver,4,4,112417.0
15134,8311,502,HONDA,Civic,2013,Sedan,Yes,Hybrid,1.5,144872 km,4.0,Automatic,Front,Left wheel,White,0,4,144872.0
15135,1725,585,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8,188194 km,4.0,Automatic,Front,Left wheel,Black,0,4,188194.0
15136,4600,-,DAIHATSU,Terios,1998,Jeep,No,Petrol,1.3,221000 km,4.0,Automatic,4x4,Right-hand drive,Blue,2,4,221000.0
15137,17876,751,KIA,Optima,2013,Sedan,Yes,Hybrid,2.4,146000 km,4.0,Automatic,Front,Left wheel,Black,12,4,146000.0
15138,784,781,FORD,Escape,2012,Jeep,Yes,Hybrid,2.5,95349 km,4.0,Automatic,Front,Left wheel,Blue,0,4,95349.0
15139,1900,-,VOLKSWAGEN,Golf,1994,Sedan,No,CNG,1.6,30000 km,4.0,Manual,Front,Left wheel,Purple,3,4,30000.0
15140,6899,-,OPEL,Astra,2001,Goods wagon,No,Diesel,1.7 Turbo,11111 km,4.0,Manual,Front,Left wheel,White,2,4,11111.0
15141,7840,-,FORD,Transit,2003,Microbus,No,Diesel,2,330000 km,4.0,Manual,Front,Left wheel,White,0,4,330000.0
15142,862,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,130478 km,4.0,Automatic,Front,Left wheel,White,12,4,130478.0
15143,14583,-,SCION,xD,2009,Hatchback,No,Petrol,1.8,98000 km,4.0,Tiptronic,Front,Left wheel,Blue,8,4,98000.0
15144,33243,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,172137 km,4.0,Automatic,Front,Left wheel,White,4,4,172137.0
15145,8154,642,FORD,Focus,2012,Sedan,No,Petrol,2,111284 km,4.0,Automatic,Front,Left wheel,Blue,12,4,111284.0
15146,18503,-,TOYOTA,Prius,2020,Sedan,No,Petrol,1.8,13000 km,4.0,Automatic,Front,Left wheel,White,4,4,13000.0
15147,12544,-,FORD,Transit,2000,Microbus,No,Diesel,2.4 Turbo,0 km,4.0,Manual,Rear,Left wheel,White,2,5,
15148,12858,893,HYUNDAI,I30,2008,Sedan,Yes,Diesel,1.6 Turbo,250000 km,4.0,Manual,Front,Left wheel,Black,8,4,250000.0
15149,11450,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,133000 km,4.0,Automatic,Front,Left wheel,White,4,4,133000.0
15150,12000,761,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,239179 km,4.0,Automatic,Front,Left wheel,Silver,12,4,239179.0
15151,8154,-,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,178000 km,4.0,Automatic,Front,Right-hand drive,Golden,4,4,178000.0
15152,392,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,0 km,4.0,Automatic,Front,Left wheel,Silver,0,4,
15153,21953,-,BMW,X5,2004,Jeep,Yes,Petrol,3,155087 km,6.0,Tiptronic,4x4,Left wheel,Black,12,4,155087.0
15154,26180,831,JEEP,Compass,2011,Jeep,Yes,Petrol,2.4,129776 km,4.0,Automatic,Front,Left wheel,White,4,4,129776.0
15155,11290,586,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,204000 km,4.0,Tiptronic,Front,Left wheel,Black,10,4,204000.0
15156,7840,-,NISSAN,Skyline,2001,Sedan,Yes,Petrol,2.5,840000 km,6.0,Tiptronic,Rear,Right-hand drive,Silver,8,4,840000.0
15157,21012,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,19834 km,4.0,Automatic,Front,Left wheel,Silver,12,4,19834.0
15158,1019,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,138038 km,6.0,Automatic,Front,Left wheel,White,12,4,138038.0
15159,21012,-,FORD,C-MAX,2015,Sedan,No,Hybrid,2,0 km,4.0,Automatic,Front,Left wheel,Black,8,4,
15160,16778,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,77102 km,4.0,Automatic,Front,Left wheel,Black,4,4,77102.0
15161,45928,880,SSANGYONG,Actyon,2018,Jeep,Yes,Diesel,1.6,22918 km,4.0,Automatic,Front,Left wheel,White,4,4,22918.0
15162,15367,-,FORD,Fusion,2009,Sedan,Yes,Petrol,2.5,312000 km,4.0,Automatic,Front,Left wheel,Silver,6,4,312000.0
15163,5645,-,NISSAN,March,2003,Hatchback,Yes,Petrol,1.2,127000 km,4.0,Automatic,Front,Right-hand drive,Sky blue,6,4,127000.0
15164,12231,-,SUBARU,Forester,2005,Universal,Yes,Petrol,2.0 Turbo,137000 km,4.0,Tiptronic,4x4,Right-hand drive,White,8,4,137000.0
15165,10036,-,TOYOTA,Ist,2005,Hatchback,No,Petrol,1.5,170000 km,4.0,Automatic,Front,Right-hand drive,White,4,4,170000.0
15166,17942,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,141881 km,4.0,Automatic,Front,Left wheel,White,4,4,141881.0
15167,17249,584,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,1.8 Turbo,96000 km,4.0,Tiptronic,Front,Left wheel,White,4,4,96000.0
15168,21953,-,HYUNDAI,H1 starixs,2007,Minivan,Yes,Diesel,2.5 Turbo,102000 km,4.0,Automatic,Rear,Left wheel,Black,2,4,102000.0
15169,17158,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,173856 km,4.0,Automatic,Front,Left wheel,Grey,4,4,173856.0
15170,12858,-,HONDA,Insight,2010,Hatchback,No,Hybrid,1.3,145600 km,4.0,Variator,Front,Left wheel,Blue,6,4,145600.0
15171,470,780,CHEVROLET,Cruze,2019,Sedan,Yes,Petrol,1.4,17600 km,4.0,Automatic,Front,Left wheel,White,12,4,17600.0
15172,7213,919,BMW,X5,2012,Jeep,Yes,Diesel,3,274098 km,6.0,Automatic,4x4,Left wheel,White,0,4,274098.0
15173,627,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,277405 km,6.0,Automatic,4x4,Left wheel,Grey,12,4,277405.0
15174,45787,1017,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2,44995 km,4.0,Automatic,4x4,Left wheel,Black,0,4,44995.0
15175,42337,779,TOYOTA,Avalon,2013,Sedan,Yes,Hybrid,2.5,51543 km,4.0,Tiptronic,Front,Left wheel,Silver,12,4,51543.0
15176,20698,779,TOYOTA,Camry SE,2013,Sedan,Yes,Petrol,2.5,102000 km,4.0,Tiptronic,Front,Left wheel,Blue,10,4,102000.0
15177,14113,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,51865 km,4.0,Automatic,Front,Left wheel,Silver,4,4,51865.0
15178,2509,1017,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2,44477 km,4.0,Automatic,Front,Left wheel,Blue,0,4,44477.0
15179,47989,971,SSANGYONG,REXTON,2016,Jeep,Yes,Diesel,2.2,110170 km,4.0,Automatic,Front,Left wheel,Black,4,4,110170.0
15180,19444,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4 Turbo,61760 km,4.0,Tiptronic,Front,Left wheel,Brown,10,4,61760.0
15181,14113,-,CHEVROLET,Cruze,2011,Sedan,No,Petrol,1.8,98580 km,4.0,Automatic,Front,Left wheel,Blue,9,4,98580.0
15182,12000,-,HONDA,FIT,2010,Hatchback,No,Hybrid,1.3,155000 km,4.0,Variator,Front,Right-hand drive,White,4,4,155000.0
15183,9408,-,NISSAN,Skyline GT250,2005,Sedan,No,CNG,2.5,178000 km,6.0,Tiptronic,Rear,Right-hand drive,White,12,4,178000.0
15184,10349,-,MITSUBISHI,Airtrek,2003,Jeep,No,Petrol,2.4,13000 km,4.0,Tiptronic,4x4,Left wheel,White,2,4,13000.0
15185,18503,503,TOYOTA,Prius C,2012,Hatchback,Yes,Hybrid,1.5,99922 km,4.0,Tiptronic,Front,Left wheel,White,12,4,99922.0
15186,7213,-,BMW,316,2000,Sedan,Yes,CNG,1.9,215000 km,4.0,Manual,Rear,Left wheel,Blue,6,4,215000.0
15187,63850,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,43381 km,4.0,Tiptronic,Front,Left wheel,White,12,4,43381.0
15188,14454,530,HYUNDAI,Elantra,2013,Sedan,Yes,LPG,1.6,223849 km,4.0,Automatic,Front,Left wheel,Silver,4,4,223849.0
15189,11133,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,179381 km,4.0,Automatic,Front,Left wheel,Black,12,4,179381.0
15190,40142,1249,TOYOTA,RAV 4,2017,Jeep,No,Petrol,2.5,28000 km,6.0,Tiptronic,4x4,Left wheel,Blue,12,4,28000.0
15191,17885,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,85576 km,4.0,Automatic,Front,Left wheel,Silver,4,4,85576.0
15192,16621,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,119379 km,6.0,Automatic,4x4,Left wheel,Silver,12,4,119379.0
15193,15367,862,NISSAN,Rogue,2011,Jeep,No,Petrol,2.5,72000 km,4.0,Automatic,4x4,Left wheel,Brown,8,4,72000.0
15194,22894,765,BMW,X1,2015,Jeep,Yes,Petrol,2,98162 km,4.0,Tiptronic,4x4,Left wheel,Black,12,4,98162.0
15195,627,777,LEXUS,IS 250,2014,Sedan,Yes,Petrol,2.5,126021 km,6.0,Automatic,Rear,Left wheel,White,12,4,126021.0
15196,11917,-,SUBARU,Forester,2006,Jeep,Yes,Petrol,2,150000 km,4.0,Automatic,4x4,Right-hand drive,White,4,4,150000.0
15197,21953,-,KIA,Optima,2013,Sedan,No,Petrol,2.4,156800 km,4.0,Automatic,Front,Left wheel,Black,8,4,156800.0
15198,46534,1079,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,2,22016 km,4.0,Automatic,Front,Left wheel,Grey,4,4,22016.0
15199,46728,-,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Petrol,3.5,140600 km,6.0,Tiptronic,4x4,Left wheel,White,12,4,140600.0
15200,9252,919,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3,171221 km,6.0,Automatic,Rear,Left wheel,Black,12,4,171221.0
15201,15125,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,201892 km,4.0,Automatic,Front,Left wheel,Grey,4,4,201892.0
15202,11099,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,111849 km,4.0,Automatic,Front,Left wheel,White,4,4,111849.0
15203,17876,697,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,115200 km,4.0,Tiptronic,Front,Left wheel,Golden,8,4,115200.0
15204,36827,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,171755 km,4.0,Automatic,Front,Left wheel,Silver,4,4,171755.0
15205,7997,836,DAEWOO,Lacetti,2010,Sedan,Yes,Diesel,2,47221 km,4.0,Automatic,Front,Left wheel,Black,4,4,47221.0
15206,19924,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,51227 km,4.0,Automatic,Front,Left wheel,Grey,4,4,51227.0
15207,16305,562,FIAT,500,2015,Hatchback,Yes,Petrol,1.4,64000 km,4.0,Automatic,Front,Left wheel,White,10,2,64000.0
15208,10976,-,NISSAN,Skyline,2004,Coupe,No,Petrol,3.5,174000 km,6.0,Tiptronic,Rear,Right-hand drive,Grey,6,2,174000.0
15209,19579,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,31770 km,4.0,Automatic,Front,Left wheel,Silver,4,4,31770.0
15210,1176,530,HYUNDAI,Accent,2013,Sedan,Yes,Petrol,1.6,167915 km,4.0,Automatic,Front,Left wheel,Red,12,4,167915.0
15211,13172,994,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.8,184000 km,4.0,Variator,Front,Left wheel,Red,6,4,184000.0
15212,4704,-,BMW,318,1997,Sedan,No,CNG,1.8,1000 km,4.0,Manual,Rear,Left wheel,Blue,0,4,1000.0
15213,4861,1018,BMW,535,2011,Sedan,Yes,Petrol,3,151099 km,6.0,Automatic,4x4,Left wheel,Brown,12,4,151099.0
15214,4632,419,NISSAN,March,2013,Hatchback,Yes,Petrol,1.2,89542 km,4.0,Automatic,Front,Left wheel,Silver,4,4,89542.0
15215,5018,1624,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,109139 km,6.0,Automatic,Rear,Left wheel,Black,12,4,109139.0
15216,10349,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,86280 km,4.0,Automatic,Front,Left wheel,Silver,4,4,86280.0
15217,24462,-,LAND ROVER,Land Rover Sport,2005,Jeep,Yes,Diesel,2.7 Turbo,220000 km,8.0,Tiptronic,4x4,Left wheel,Black,8,4,220000.0
15218,21639,751,KIA,Optima hybrid,2013,Sedan,Yes,Hybrid,2.4,89000 km,4.0,Tiptronic,Front,Left wheel,White,12,4,89000.0
15219,3450,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,9626 km,4.0,Automatic,Front,Left wheel,Black,12,4,9626.0
15220,10976,1195,FORD,Transit,2008,Goods wagon,Yes,Diesel,2.2 Turbo,220000 km,4.0,Manual,Front,Left wheel,Blue,6,4,220000.0
15221,15367,521,CHEVROLET,Volt,2011,Hatchback,Yes,Plug-in Hybrid,1.4,360000 km,4.0,Tiptronic,Front,Left wheel,Carnelian red,10,4,360000.0
15222,157,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,169301 km,4.0,Automatic,Front,Left wheel,White,12,4,169301.0
15223,47989,1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,15470 km,4.0,Automatic,Front,Left wheel,Grey,4,4,15470.0
15224,10349,-,BMW,318,2004,Sedan,No,Petrol,2,233600 km,6.0,Tiptronic,Rear,Right-hand drive,Silver,6,4,233600.0
15225,2352,586,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.8,0 km,4.0,Automatic,Front,Left wheel,Black,12,4,
15226,25089,-,BMW,650,2007,Coupe,Yes,Petrol,4.8,150000 km,8.0,Tiptronic,Rear,Left wheel,Grey,8,2,150000.0
15227,23521,-,HYUNDAI,Sonata,2013,Sedan,No,Petrol,2.4,56000 km,4.0,Tiptronic,Front,Left wheel,Grey,8,4,56000.0
15228,49864,-,MERCEDES-BENZ,CLA 250,2013,Sedan,Yes,Petrol,2,80000 km,4.0,Automatic,Front,Left wheel,White,0,4,80000.0
